City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Ketchikan,US,55.3422,-131.6461,52.27,87,100,5.75,light rain
464,Culaman,PH,5.9603,125.6586,79.88,79,44,2.35,scattered clouds
465,Bacsay,PH,15.65,120.3333,78.31,84,100,2.35,overcast clouds
466,Ikongo,MG,-21.8833,47.4333,64.69,100,86,1.54,light rain
467,Hvolsvollur,IS,63.7533,-20.2243,47.07,49,31,7.0,scattered clouds
468,Velyka Lepetykha,UA,47.1757,33.9436,73.0,67,38,13.96,scattered clouds
469,Riyadh,SA,24.6877,46.7219,102.34,8,0,8.59,clear sky
470,Boromo,BF,11.75,-2.9333,101.7,21,7,8.37,clear sky
471,Keratea,GR,37.8073,23.9769,88.5,27,20,18.41,few clouds
472,Port Blair,IN,11.6667,92.75,80.64,83,75,4.61,mist
473,Ghanzi,BW,-21.5667,21.7833,58.86,40,6,8.01,clear sky
474,Amarwara,IN,22.3,79.1667,92.55,20,92,5.23,overcast clouds
475,Antsirabe,MG,-19.85,47.0333,54.09,92,70,4.59,broken clouds
476,Chimbote,PE,-9.0853,-78.5783,68.95,74,95,6.4,overcast clouds
477,Olenegorsk,RU,68.15,33.3,50.94,90,100,2.51,overcast clouds
478,Chokurdakh,RU,70.6333,147.9167,41.47,53,100,9.48,overcast clouds
479,Dunedin,NZ,-45.8742,170.5036,46.8,72,86,14.0,overcast clouds
480,Horsham,GB,51.064,-0.3272,67.89,66,20,18.41,few clouds
481,Hay River,CA,60.8156,-115.7999,71.58,28,40,6.91,scattered clouds
482,Malanje,AO,-9.5402,16.341,67.78,41,28,3.6,scattered clouds
483,Kahului,US,20.8947,-156.47,75.85,68,40,8.05,scattered clouds
484,Fortuna,US,40.5982,-124.1573,61.72,63,20,18.41,few clouds
485,Binga,ZW,-17.6203,27.3414,66.15,53,17,1.45,few clouds
486,Kasongo-Lunda,CD,-6.4667,16.8167,77.36,44,15,3.36,few clouds
487,Fengrun,CN,39.8333,118.1167,69.51,75,10,3.69,clear sky
488,Peniche,PT,39.3558,-9.3811,71.29,86,10,6.89,clear sky
489,Urengoy,RU,65.9667,78.3667,33.85,91,100,15.23,overcast clouds
490,Celestun,MX,20.8667,-90.4,83.08,70,26,8.39,scattered clouds
491,San Luis,AR,-33.295,-66.3356,60.4,37,63,14.63,broken clouds
492,Vaitape,PF,-16.5167,-151.75,79.97,75,12,15.68,few clouds
493,Castro,BR,-24.7911,-50.0119,62.58,67,49,5.61,scattered clouds
494,Okhtyrka,UA,50.3104,34.8988,63.05,76,34,6.93,scattered clouds
495,Uarini,BR,-2.99,-65.1083,79.45,81,97,4.32,light rain
496,San Cristobal,VE,7.7669,-72.225,79.56,59,75,6.82,broken clouds
497,Malya,TZ,-2.9833,33.5167,69.22,48,66,5.14,broken clouds
498,Kieta,PG,-6.2167,155.6333,78.69,78,85,2.28,overcast clouds
499,Praia,CV,14.9215,-23.5087,86.54,39,0,20.71,clear sky
500,Karapyshi,UA,49.6424,30.79,64.49,68,93,6.44,overcast clouds
501,Veraval,IN,20.9,70.3667,82.06,84,47,13.04,scattered clouds
502,Mweka,CD,-4.85,21.5667,76.82,53,50,1.36,scattered clouds
503,Batticaloa,LK,7.7102,81.6924,78.33,77,100,5.84,overcast clouds
504,Ibadan,NG,7.3878,3.8964,91.29,55,40,3.44,scattered clouds
505,Kosonsoy,UZ,41.2561,71.5508,70.36,47,28,7.92,scattered clouds
506,Boulder City,US,35.9786,-114.8325,85.28,15,0,11.5,clear sky
507,Camoapa,NI,12.3839,-85.5116,77.22,67,87,11.95,overcast clouds
508,Marsa Matruh,EG,31.3525,27.2453,77.2,69,0,6.91,clear sky
509,Pevek,RU,69.7008,170.3133,30.18,97,100,11.5,light snow
510,Yilan,TW,24.757,121.753,80.91,99,64,3.69,broken clouds
511,Vila Franca Do Campo,PT,37.7167,-25.4333,71.2,88,100,10.85,overcast clouds
512,Turukhansk,RU,65.8167,87.9833,43.61,55,96,8.97,overcast clouds
513,Grindavik,IS,63.8424,-22.4338,46.87,71,0,11.5,clear sky
514,Narsaq,GL,60.9167,-46.05,58.17,27,0,0.09,clear sky
515,San Clemente,US,33.427,-117.612,66.56,82,79,5.01,broken clouds
516,Espanola,US,35.9911,-106.0806,82.53,22,42,1.01,scattered clouds
517,Mapiripan,CO,2.8892,-72.1256,80.51,80,97,2.73,moderate rain
518,Tautira,PF,-17.7333,-149.15,78.53,78,21,15.75,light rain
519,Dickinson,US,29.4608,-95.0513,88.03,70,75,1.01,broken clouds
520,Umbertide,IT,43.3055,12.3366,91.85,47,42,6.87,scattered clouds
521,Solnechnyy,RU,50.7214,136.6319,45.34,84,9,3.13,clear sky
522,Sechura,PE,-5.5569,-80.8222,75.78,56,85,8.72,overcast clouds
523,Mezen,RU,65.8522,44.24,66.31,38,2,6.31,clear sky
524,Malakal,SS,9.5334,31.6605,88.97,34,9,6.06,clear sky
525,Oranjestad,AW,12.524,-70.027,84.15,79,75,17.27,broken clouds
526,Komsomolskiy,UZ,40.4272,71.7189,77.72,25,0,4.61,clear sky
527,Mnogovershinnyy,RU,53.9353,139.9242,42.93,65,28,4.05,scattered clouds
528,Lowestoft,GB,52.4752,1.7516,60.35,80,29,21.65,scattered clouds
529,Sandpoint,US,48.2766,-116.5533,57.02,90,100,5.75,light rain
530,Izumo,JP,35.3667,132.7667,64.35,79,91,9.17,overcast clouds
531,Andros Town,BS,24.7,-77.7667,82.36,80,100,17.98,overcast clouds
532,Palmerston,AU,-12.486,130.9833,78.78,92,100,1.14,overcast clouds
533,Maarianhamina,AX,60.0973,19.9348,60.66,59,0,5.75,clear sky
534,Rapid Valley,US,44.0625,-103.1463,69.31,69,0,8.05,clear sky
535,Sanghar,PK,26.0466,68.9481,89.73,40,0,21.59,clear sky
536,Coihaique,CL,-45.5752,-72.0662,46.35,49,20,3.44,few clouds
537,Alausi,EC,-2.2,-78.8333,56.64,72,96,2.66,light rain
538,Sinjar,IQ,36.3209,41.8754,94.73,9,41,8.61,scattered clouds
539,Uyar,RU,55.81,94.3153,38.62,92,97,3.24,overcast clouds
540,Shiraz,IR,29.6036,52.5388,90.84,6,40,6.91,scattered clouds
541,Sao Felix Do Xingu,BR,-6.6447,-51.995,91.99,39,42,3.94,scattered clouds
542,Half Moon Bay,US,37.4636,-122.4286,69.55,65,100,4.61,overcast clouds
543,Ponta Delgada,PT,37.7333,-25.6667,71.51,94,75,6.91,broken clouds
544,Kushiro,JP,42.975,144.3747,45.32,82,98,8.14,overcast clouds
545,Anori,BR,-3.7728,-61.6442,81.82,75,94,2.01,light rain
546,Golden,US,39.7555,-105.2211,79.88,34,64,3.0,broken clouds
547,George,ZA,-33.963,22.4617,56.75,82,75,3.44,broken clouds
548,Noshiro,JP,40.2039,140.0242,52.36,81,75,4.34,broken clouds
549,Bethanien,NA,-26.502,17.1583,63.12,25,0,10.65,clear sky
550,Pasighat,IN,28.0667,95.3333,75.92,97,98,3.02,overcast clouds
551,Waslala,NI,13.2333,-85.3833,87.78,59,74,1.95,broken clouds
552,Kiruna,SE,67.8557,20.2251,52.72,58,75,3.44,broken clouds
553,Bela,IN,25.9333,81.9833,98.89,8,83,3.96,broken clouds
554,Uray,RU,60.1247,64.7758,45.43,48,10,5.46,clear sky
555,Whitehorse,CA,60.7161,-135.0538,57.97,47,0,4.61,clear sky
556,Tommot,RU,58.9564,126.2925,51.55,76,3,2.51,clear sky
557,Mpongwe,ZM,-13.5091,28.155,59.94,56,1,8.99,clear sky
558,Alofi,NU,-19.0595,-169.9187,73.29,100,9,4.61,clear sky
559,Wanning,CN,18.8003,110.3967,81.18,90,94,10.94,overcast clouds
560,Susanville,US,40.4163,-120.653,59.92,53,100,9.22,overcast clouds
561,Ostersund,SE,63.1792,14.6357,53.62,62,20,5.75,few clouds
562,Tahmek,MX,20.8833,-89.2667,89.94,43,52,7.05,broken clouds
563,Hambantota,LK,6.1241,81.1185,79.54,84,45,16.02,scattered clouds
564,Maldonado,UY,-34.6667,-54.9167,60.19,63,100,11.72,overcast clouds
565,Ati,TD,13.2154,18.3353,93.29,31,96,8.55,overcast clouds
566,Dargaville,NZ,-35.9333,173.8833,51.03,84,98,4.97,overcast clouds
567,High Rock,BS,26.6208,-78.2833,75.22,92,100,30.29,moderate rain
568,Kurkino,RU,53.4257,38.6582,59.94,65,50,6.06,scattered clouds
569,Beipiao,CN,41.7919,120.7792,60.64,97,13,5.01,few clouds
570,Gazanjyk,TM,39.2446,55.5154,87.39,13,0,8.01,clear sky
571,Aksarka,RU,66.5606,67.7975,40.06,43,46,16.24,scattered clouds
572,Hibbing,US,47.4272,-92.9377,69.57,37,0,10.36,clear sky
573,San Vicente,AR,-26.6167,-54.1333,65.75,73,88,4.45,overcast clouds
574,Henties Bay,NA,-22.116,14.2845,68.97,47,35,10.33,scattered clouds
575,Miguel Calmon,BR,-11.4289,-40.595,82.99,40,91,10.09,overcast clouds
576,Wakkanai,JP,45.4094,141.6739,44.8,88,100,20.33,overcast clouds
577,Zhigansk,RU,66.7697,123.3711,55.62,82,90,9.71,overcast clouds
578,Loandjili,CG,-4.7561,11.8578,75.74,86,30,8.79,scattered clouds
579,Dunda,TZ,-8.1167,34.25,64.06,52,6,5.91,clear sky
580,Gombe,NG,10.2897,11.1673,79.97,57,83,20.85,moderate rain
581,Ormara,PK,25.2088,64.6357,81.79,89,0,16.2,clear sky
582,Boo,SE,59.3333,18.2833,67.68,40,40,9.22,scattered clouds
583,Porto Novo,BJ,6.4965,2.6036,84.02,70,77,10.38,broken clouds
584,Hofn,IS,64.2539,-15.2082,47.93,61,10,6.76,clear sky
585,Thunder Bay,CA,48.4001,-89.3168,57.11,54,20,9.22,few clouds
586,Ishimbay,RU,53.4545,56.0415,60.04,96,100,6.46,light rain
587,Vao,NC,-22.6667,167.4833,72.66,70,38,9.55,scattered clouds
588,Salamiyah,SY,35.0113,37.0532,77.9,24,0,11.97,clear sky
589,Nouadhibou,MR,20.931,-17.0347,84.18,42,74,18.41,sand
590,Puerto Narino,CO,-3.7703,-70.3831,76.68,96,98,1.14,overcast clouds
591,Vangaindrano,MG,-23.35,47.6,67.73,90,55,7.58,light rain
592,Atar,MR,20.5169,-13.0499,103.66,13,100,16.02,overcast clouds
593,Road Town,VG,18.4167,-64.6167,86.04,70,75,10.36,broken clouds
594,Itaituba,BR,-4.2761,-55.9836,89.76,66,40,3.44,scattered clouds
595,Hovd,MN,48.0056,91.6419,61.59,21,100,8.16,overcast clouds
596,Te Anau,NZ,-45.4167,167.7167,40.33,87,100,1.45,overcast clouds
597,Klaksvik,FO,62.2266,-6.589,50.92,89,100,8.55,light rain
598,Kailua,US,21.4022,-157.7394,75.65,74,20,9.22,few clouds
599,Saint Anthony,US,45.0205,-93.218,72.18,65,0,13.8,clear sky
600,Sirsilla,IN,18.3833,78.8333,95.56,24,97,6.69,overcast clouds
601,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,40,0,17.27,clear sky
602,Kushmurun,KZ,52.4503,64.6311,51.76,55,100,2.1,overcast clouds
603,Khandyga,RU,62.6667,135.6,58.62,69,31,2.21,scattered clouds
604,Yerbogachen,RU,61.2767,108.0108,45.81,52,77,6.22,broken clouds
605,Panama City,PA,8.9936,-79.5197,87.39,72,40,9.22,scattered clouds
606,Grand Gaube,MU,-20.0064,57.6608,75.6,72,39,7.0,scattered clouds
607,Kyzyl-Mazhalyk,RU,51.1333,90.6,55.06,66,100,4.99,overcast clouds
608,Tucumcari,US,35.1717,-103.725,76.95,43,0,23.02,clear sky
609,Kyrksaeterora,NO,63.2906,9.0891,51.98,74,98,23.02,overcast clouds
610,Okhotsk,RU,59.3833,143.3,42.78,83,54,1.86,broken clouds
611,Kasane,BW,-17.8167,25.15,60.94,43,0,5.77,clear sky
612,Izberbash,RU,42.5696,47.8645,68.09,73,32,3.6,light rain
613,Nome,US,64.5011,-165.4064,56.16,54,0,4.61,clear sky
614,Margate,GB,51.3813,1.3862,59.11,80,50,10.0,scattered clouds
615,Krasnyy Chikoy,RU,50.3643,108.7512,49.06,99,100,3.56,overcast clouds
616,Kondinskoye,RU,59.6481,67.41,41.9,73,67,3.29,broken clouds
617,Bagdarin,RU,54.4333,113.6,49.6,97,100,3.62,light rain
618,Sibolga,ID,1.7427,98.7792,76.37,84,100,3.4,overcast clouds
619,Sapulpa,US,35.9987,-96.1142,78.21,64,0,6.91,clear sky
620,Zhangye,CN,38.9342,100.4517,68.52,38,99,7.09,overcast clouds
621,Kaohsiung,TW,22.6163,120.3133,81.03,86,75,1.14,broken clouds
622,Muros,ES,42.7762,-9.0603,68.85,75,19,8.14,few clouds
623,Omsukchan,RU,62.5333,155.8,47.71,90,22,4.36,light rain
624,Kantang,TH,7.4054,99.5156,77.76,89,100,2.24,moderate rain
625,Norilsk,RU,69.3535,88.2027,31.42,80,100,12.35,overcast clouds
626,Kambove,CD,-10.8764,26.5969,58.64,60,4,4.65,clear sky
627,Mandera,KE,3.9366,41.867,84.45,48,82,13.2,broken clouds
628,Zaysan,KZ,47.4667,84.8667,54.39,82,98,4.47,overcast clouds
629,Kozhva,RU,65.1073,57.0459,55.38,34,4,7.29,clear sky
630,Gimli,CA,50.6336,-96.9907,53.62,50,6,11.5,clear sky
631,Tarauaca,BR,-8.1614,-70.7656,77.16,92,98,1.57,overcast clouds
632,Namatanai,PG,-3.6667,152.4333,78.75,77,99,5.66,overcast clouds
633,Moba,CN,33.2288,105.0179,59.0,62,82,4.68,broken clouds
634,Dingle,PH,10.9995,122.6711,77.25,84,97,4.23,light rain
635,Galle,LK,6.0367,80.217,78.49,88,15,10.58,few clouds
636,Shache,CN,38.4167,77.2406,79.72,23,86,8.93,overcast clouds
637,Santa Maria,BR,-29.6842,-53.8069,60.1,67,20,8.05,few clouds
638,Tralee,IE,52.2704,-9.7026,59.25,72,75,6.91,broken clouds
639,Antalaha,MG,-14.9003,50.2788,70.99,84,5,9.19,clear sky
640,Jinchang,CN,38.4953,102.1739,68.99,37,100,7.11,overcast clouds
641,Batar,RO,46.7,21.8167,77.38,77,44,6.02,scattered clouds
642,Springbok,ZA,-29.6643,17.8865,58.03,26,2,2.24,clear sky
643,Ambatofinandrahana,MG,-20.55,46.8,53.73,93,27,5.17,scattered clouds
644,Beringovskiy,RU,63.05,179.3167,35.55,88,55,3.4,broken clouds
645,Tecpan,GT,14.7623,-90.9947,69.89,68,99,3.74,overcast clouds
646,Palmital,BR,-22.7889,-50.2175,72.79,54,21,10.04,few clouds
647,Kenai,US,60.5544,-151.2583,66.02,63,0,5.75,clear sky
648,Amahai,ID,-3.3333,128.9167,78.26,85,99,3.38,overcast clouds
649,Canakkale,TR,40.0833,26.8333,69.08,66,0,10.76,clear sky
650,Nadym,RU,65.5333,72.5167,37.26,52,1,20.8,clear sky
651,Mokolo,CM,10.7398,13.8019,76.37,62,82,16.26,broken clouds
652,Leogane,HT,18.5108,-72.6339,88.9,51,38,3.31,scattered clouds
653,Axim,GH,4.8699,-2.2405,80.53,81,97,7.4,light rain
654,Flin Flon,CA,54.7682,-101.865,48.04,66,75,6.91,broken clouds
655,Worland,US,44.0169,-107.9554,70.61,61,0,4.61,clear sky
656,Batagay,RU,67.6333,134.6333,59.2,59,59,5.37,broken clouds
657,Dodge City,US,37.7528,-100.0171,78.26,70,20,18.41,few clouds
658,Port Lincoln,AU,-34.7333,135.8667,55.81,64,99,19.77,overcast clouds
659,Gornopravdinsk,RU,60.05,69.9,37.62,78,66,5.41,broken clouds
660,Evensk,RU,61.95,159.2333,43.57,96,100,2.77,overcast clouds
661,Prainha,BR,-1.8,-53.48,86.16,61,100,4.81,overcast clouds
662,Dong Xoai,VN,11.5333,106.9167,75.13,95,100,3.09,overcast clouds
663,Stanislav,UA,46.5691,32.1478,73.69,55,53,11.68,broken clouds
664,Ladnun,IN,27.65,74.3833,93.42,13,0,12.88,clear sky
665,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,69.58,76,97,4.5,overcast clouds
666,Bardiyah,LY,31.7561,25.0865,76.03,67,0,7.34,clear sky
667,Zvishavane,ZW,-20.3267,30.0665,59.88,67,80,5.23,broken clouds
668,Gayny,RU,60.3071,54.3241,54.54,65,96,5.66,overcast clouds
669,Yongan,CN,39.6957,113.6871,61.39,25,74,4.43,broken clouds
670,Mitsamiouli,KM,-11.3847,43.2844,79.2,74,73,9.93,broken clouds
671,Xudat,AZ,41.631,48.681,68.25,63,35,1.9,scattered clouds
672,Nemuro,JP,43.3236,145.575,44.31,91,100,18.34,light rain
673,Rundu,NA,-17.9333,19.7667,60.78,36,1,5.97,clear sky
674,Ahuimanu,US,21.4447,-157.8378,75.36,74,20,9.22,few clouds
675,Pemangkat,ID,1.1667,108.9667,79.38,81,66,2.68,broken clouds
676,Yarim,YE,14.298,44.3779,63.61,44,91,5.23,overcast clouds
677,Oban,GB,56.4127,-5.4706,70.38,61,8,5.12,clear sky
678,Kabin Buri,TH,13.9511,101.7177,76.78,92,73,1.95,broken clouds
679,Los Alamos,US,35.8881,-106.307,76.95,25,0,5.01,clear sky
680,Atambua,ID,-9.1061,124.8925,73.38,87,91,2.26,overcast clouds
681,Mlonggo,ID,-6.5333,110.7,78.4,83,100,4.47,overcast clouds
682,Samaro,PK,25.2815,69.3965,88.81,40,2,18.92,clear sky
683,Rafaela,AR,-31.2503,-61.4867,66.0,44,49,1.01,scattered clouds
684,Laguna,US,38.421,-121.4238,71.96,53,40,4.0,scattered clouds
685,Bowen,AU,-20.0167,148.2333,70.21,88,34,5.41,scattered clouds
686,Nago,JP,26.5881,127.9761,79.65,94,96,7.94,overcast clouds
687,Burnie,AU,-41.0667,145.9167,53.49,88,100,22.84,moderate rain
688,Siguiri,GN,11.6667,-9.5,92.88,30,100,5.17,overcast clouds
689,Hoquiam,US,46.9809,-123.8893,58.35,93,100,10.36,light rain
690,Kargasok,RU,59.0556,80.8572,35.37,98,100,9.95,overcast clouds
691,Ilulissat,GL,69.2167,-51.1,39.36,59,28,5.99,scattered clouds
692,Coruripe,BR,-10.1256,-36.1756,79.93,77,66,11.92,broken clouds
693,Krasnoselkup,RU,65.7,82.4667,40.14,79,6,15.52,clear sky
694,Mujiayingzi,CN,42.1167,118.7833,60.44,49,0,9.53,clear sky
695,Shingu,JP,33.7333,135.9833,65.08,90,100,3.42,overcast clouds
696,Qianjiang,CN,30.4151,112.8859,76.39,95,95,8.81,overcast clouds
